canary															
8	1967	2014													
2011	-1	-1	-1	8807.95	9456.17743	6460.414667									
2012	-1	-1	-1	-1	10063.01933	6821.287663									
2013	-1	-1	-1	-1	10651.35471	7209.025313									
2014	-1	-1	-1	-1	-1	7627.692809									
bocaccio															
7	1951	2014													
-1	1996	1999	2002	2003	2009	2011	2015								
1951	-1	-1	58754	22924	20439	20521	19264								
1952	-1	-1	71522	22779	19788	19872	18686								
1953	-1	-1	74110	22683	19044	19132	18015								
1954	-1	-1	72372	22311	18146	18238	17201								
1955	-1	-1	66730	21775	17204	17301	16349								
1956	-1	-1	58322	21118	15936	16031	15210								
1957	-1	-1	47224	19984	14295	14352	13782								
1958	-1	-1	35294	18781	12471	12440	12350								
1959	-1	-1	38311	17268	10759	10616	10999								
1960	-1	-1	38779	15967	9382	9133	10359								
1961	-1	-1	36856	14732	8329	8362	10449								
1962	-1	-1	33771	15365	7961	9260	11253								
1963	-1	-1	31600	23727	7944	10307	12423								
1964	-1	-1	74859	29740	10462	10734	13579								
1965	-1	-1	95179	38660	20453	13776	15121								
1966	-1	-1	108008	45401	29422	23646	16664								
1967	-1	-1	112425	48187	33124	31471	18671								
1968	-1	67672	110057	46676	33355	34042	22491								
1969	47930	66909	102533	45377	34481	36080	25920								
1970	46744	66229	93780	43676	35118	37064	28132								
1971	45768	68088	108159	43164	34134	36201	29391								
1972	45041	66835	108763	41693	32637	34694	30700								
1973	42996	62527	103319	39585	30376	32268	31137								
1974	40461	56525	100394	35400	26362	27916	28872								
1975	37922	51815	90591	30039	22451	23840	25747								
1976	34292	45459	81031	27606	21682	22876	24595								
1977	29853	38737	67893	24888	20509	21504	23486								
1978	30682	42009	54849	27121	18617	19499	22041								
1979	31834	41636	60297	27315	17441	18217	20819								
1980	31339	40006	59619	28918	18189	18887	21260								
1981	29066	36500	56986	27262	18473	19098	22485								
1982	26899	32341	51931	24862	17097	17630	21830								
1983	21016	25976	43686	19833	14161	14599	19029								
1984	15698	18240	34817	14851	10956	11327	15706								
1985	12827	15474	28647	12634	7994	8299	12604								
1986	12132	13752	26981	11495	6665	6922	10821								
1987	11067	12035	23673	10430	6446	6673	10145								
1988	10218	10352	20169	9561	6218	6416	9672								
1989	9713	10087	17865	9505	5570	5738	8856								
1990	8456	8496	16110	8190	4833	4972	7821								
1991	7129	7145	14112	7327	4777	4905	7395								
1992	6936	6684	12791	7038	4928	5046	7288								
1993	6245	5599	11382	6240	4673	4762	6803								
1994	5508	4431	9474	5530	4397	4452	6335								
1995	4589	3377	7993	4896	4076	4103	5942								
1996	3857	2630	6874	4560	3911	3907	5712								
1997	-1	2038	5863	4429	3844	3808	5511								
1998	-1	1561	5006	4260	3708	3643	5259								
1999	-1	1271	4373	4330	3687	3591	5104								
2000	-1	-1	3738	5166	3612	3490	4939								
2001	-1	-1	3364	5702	3830	3653	5058								
2002	-1	-1	2914	6506	4704	4409	5897								
2003	-1	-1	-1	-1	5465	5064	6644								
2004	-1	-1	-1	-1	5863	5391	7033								
2005	-1	-1	-1	-1	6129	5576	7155								
2006	-1	-1	-1	-1	6535	5852	7193								
2007	-1	-1	-1	-1	6912	6099	7199								
2008	-1	-1	-1	-1	7304	6380	7122								
2009	-1	-1	-1	-1	7491	6569	6969								
2010	-1	-1	-1	-1	-1	6677	6722								
2011	-1	-1	-1	-1	-1	6826	6458								
2012	-1	-1	-1	-1	-1	-1	6384								
2013	-1	-1	-1	-1	-1	-1	6766								
2014	-1	-1	-1	-1	-1	-1	7454								
widow															
7	1955	2014													
-1	1997	2000	2003	2005	2009	2011	2015								
1955	-1	-1	-1	-1	39678	65068	73797								
1956	-1	-1	-1	-1	39662	63905	73358								
1957	-1	-1	-1	-1	39612	62516	72843								
1958	-1	-1	37605	44904	39557	61033	72263								
1959	-1	-1	37608	44906	39487	59770	71770								
1960	-1	-1	37638	44922	39446	58781	71381								
1961	-1	-1	37764	44996	39415	58006	71038								
1962	-1	-1	38043	45168	39402	57749	70926								
1963	-1	-1	38457	45437	39380	57803	70938								
1964	-1	-1	38934	45759	39342	58472	71279								
1965	-1	-1	39422	46084	39303	59044	71615								
1966	-1	-1	39882	46351	39365	59930	72154								
1967	-1	-1	39447	45676	38547	58402	70425								
1968	-1	30662	38806	44743	37603	56486	68512								
1969	-1	30664	38555	44157	37325	56478	68102								
1970	36005	30667	38786	43994	37598	57837	68673								
1971	36004	30716	39246	44042	38033	59630	69345								
1972	36003	30910	39931	44391	38588	61697	69966								
